files,EPI,SMP_start,SMP_stop,EPI_1,SMP_start_1,SMP_stop_1,EPI_2,SMP_start_2,SMP_stop_2
l_351,CAS,67105,80691,AS,80692,85474,CAS,85475,94542
l_351,AS,80692,85474,CAS,85475,94542,AS,94543,102124
l_351,CAS,85475,94542,AS,94543,102124,CAS,102125,103578
l_351,AS,94543,102124,CAS,102125,103578,AS,103579,130189
l_351,CAS,102125,103578,AS,103579,130189,CAS,130190,135806
l_351,AS,103579,130189,CAS,130190,135806,AS,135807,139142
l_351,CAS,130190,135806,AS,135807,139142,CAS,139143,140646
l_351,AS,135807,139142,CAS,139143,140646,AS,140647,152342
l_351,CAS,139143,140646,AS,140647,152342,CAS,152343,154378
l_351,AS,140647,152342,CAS,152343,154378,AS,154379,159077
l_351,CAS,152343,154378,AS,154379,159077,CAS,159078,165805
l_351,AS,154379,159077,CAS,159078,165805,AS,165806,181248
l_351,CAS,159078,165805,AS,165806,181248,CAS,181249,187511
l_351,AS,165806,181248,CAS,181249,187511,AS,187512,193305
l_351,CAS,181249,187511,AS,187512,193305,CAS,193306,200371
l_351,AS,187512,193305,CAS,193306,200371,AS,200372,205761
l_351,CAS,193306,200371,AS,200372,205761,CAS,205762,211397
l_351,AS,200372,205761,CAS,205762,211397,AS,211398,218435
l_351,CAS,205762,211397,AS,211398,218435,CAS,218436,219003
l_351,AS,211398,218435,CAS,218436,219003,AS,219004,223031
l_351,CAS,218436,219003,AS,219004,223031,CAS,223032,228967
l_351,AS,219004,223031,CAS,223032,228967,AS,228968,235038
l_351,CAS,223032,228967,AS,228968,235038,CAS,235039,242230
l_351,AS,228968,235038,CAS,235039,242230,AS,242231,251801
l_351,CAS,235039,242230,AS,242231,251801,CAS,251802,253681
l_351,AS,242231,251801,CAS,251802,253681,AS,253682,255425
l_351,CAS,251802,253681,AS,253682,255425,CAS,255426,272148
l_351,AS,253682,255425,CAS,255426,272148,AS,272149,276889
l_351,CAS,255426,272148,AS,272149,276889,CAS,276890,278870
l_351,AS,272149,276889,CAS,276890,278870,AS,278871,296759
l_351,CAS,276890,278870,AS,278871,296759,CAS,296760,298728
l_351,AS,278871,296759,CAS,296760,298728,AS,298729,302596
l_351,CAS,296760,298728,AS,298729,302596,CAS,302597,303794
l_351,AS,298729,302596,CAS,302597,303794,AS,303795,306660
l_351,CAS,302597,303794,AS,303795,306660,CAS,306661,314883
l_351,AS,303795,306660,CAS,306661,314883,AS,314884,317500
l_351,CAS,306661,314883,AS,314884,317500,AS,1,22137
l_351,AS,314884,317500,AS,1,22137,CAS,22138,35668
l_352,AS,1,22137,CAS,22138,35668,AS,35669,56420
l_352,CAS,22138,35668,AS,35669,56420,CAS,56421,65608
l_352,AS,35669,56420,CAS,56421,65608,AS,65609,72567
l_352,CAS,56421,65608,AS,65609,72567,CAS,72568,73788
l_352,AS,65609,72567,CAS,72568,73788,AS,73789,90446
l_352,CAS,72568,73788,AS,73789,90446,CAS,90447,112260
l_352,AS,73789,90446,CAS,90447,112260,AS,112261,123335
l_352,CAS,90447,112260,AS,112261,123335,CAS,123336,126843
l_352,AS,112261,123335,CAS,123336,126843,AS,126844,142789
l_352,CAS,123336,126843,AS,126844,142789,CAS,142790,159036
l_352,AS,126844,142789,CAS,142790,159036,AS,159037,168461
l_352,CAS,142790,159036,AS,159037,168461,CAS,168462,176388
l_352,AS,159037,168461,CAS,168462,176388,AS,176389,187637
l_352,CAS,168462,176388,AS,176389,187637,CAS,187638,198630
l_352,AS,176389,187637,CAS,187638,198630,AS,198631,201521
l_352,CAS,187638,198630,AS,198631,201521,CAS,201522,202706
l_352,AS,198631,201521,CAS,201522,202706,AS,202707,207602
l_352,CAS,201522,202706,AS,202707,207602,as,207603,213433
l_352,AS,202707,207602,as,207603,213433,AS,213434,214080
l_352,as,207603,213433,AS,213434,214080,CAS,214081,218567
l_352,AS,213434,214080,CAS,214081,218567,AS,218568,219377
l_352,CAS,214081,218567,AS,218568,219377,PE,219378,235032
l_352,AS,218568,219377,PE,219378,235032,CPE,235033,242307
l_352,PE,219378,235032,CPE,235033,242307,cpe,242308,245503
l_352,CPE,235033,242307,cpe,242308,245503,pe,245504,247228
l_352,cpe,242308,245503,pe,245504,247228,PE,247229,248335
l_352,pe,245504,247228,PE,247229,248335,CPE,248336,252715
l_352,PE,247229,248335,CPE,248336,252715,PE,252716,258321
l_352,CPE,248336,252715,PE,252716,258321,CPE,258322,279194
l_352,PE,252716,258321,CPE,258322,279194,PE,279195,281625
l_352,CPE,258322,279194,PE,279195,281625,CPE,281626,282487
l_352,PE,279195,281625,CPE,281626,282487,PE,282488,284607
l_352,CPE,281626,282487,PE,282488,284607,CPE,284608,290524
l_352,PE,282488,284607,CPE,284608,290524,PE,290525,295902
l_352,CPE,284608,290524,PE,290525,295902,CPE,295903,297392
l_352,PE,290525,295902,CPE,295903,297392,PE,297393,304139
l_352,CPE,295903,297392,PE,297393,304139,CPE,304140,311432
l_352,PE,297393,304139,CPE,304140,311432,cpe,311433,311807
l_352,CPE,304140,311432,cpe,311433,311807,pe,311808,313183
l_352,cpe,311433,311807,pe,311808,313183,PE,313184,313920
l_352,pe,311808,313183,PE,313184,313920,CPE,313921,316602
l_352,PE,313184,313920,CPE,313921,316602,cpe,316603,316954
l_352,CPE,313921,316602,cpe,316603,316954,pe,316955,327766
l_352,cpe,316603,316954,pe,316955,327766,cpe,327767,328058
l_352,pe,316955,327766,cpe,327767,328058,CPE,328059,328932
l_352,cpe,327767,328058,CPE,328059,328932,cpe,328933,329558
l_352,CPE,328059,328932,cpe,328933,329558,CPE,329559,332214
l_352,cpe,328933,329558,CPE,329559,332214,PE,332215,334702
l_352,CPE,329559,332214,PE,332215,334702,CPE,334703,345336
l_352,PE,332215,334702,CPE,334703,345336,PE,345337,347904
l_352,CPE,334703,345336,PE,345337,347904,CPE,347905,354340
l_352,PE,345337,347904,CPE,347905,354340,PE,354341,356869
l_352,CPE,347905,354340,PE,354341,356869,CPE,356870,368087
l_352,PE,354341,356869,CPE,356870,368087,PE,368088,383802
l_352,CPE,356870,368087,PE,368088,383802,CPE,383803,390683
l_352,PE,368088,383802,CPE,383803,390683,PE,390684,400035
l_352,CPE,383803,390683,PE,390684,400035,CPE,400036,405524
l_352,PE,390684,400035,CPE,400036,405524,PE,405525,409308
l_352,CPE,400036,405524,PE,405525,409308,CPE,409309,414651
l_352,PE,405525,409308,CPE,409309,414651,PE,414652,421709
l_352,CPE,409309,414651,PE,414652,421709,CPE,421710,431335
l_352,PE,414652,421709,CPE,421710,431335,PE,431336,435945
l_352,CPE,421710,431335,PE,431336,435945,CPE,435946,468370
l_352,PE,431336,435945,CPE,435946,468370,PE,468371,470316
l_352,CPE,435946,468370,PE,468371,470316,CPE,470317,476478
l_352,PE,468371,470316,CPE,470317,476478,PE,476479,478114
l_352,CPE,470317,476478,PE,476479,478114,CPE,478115,481562
l_352,PE,476479,478114,CPE,478115,481562,PE,481563,489348
l_352,CPE,478115,481562,PE,481563,489348,CPE,489349,497780
l_352,PE,481563,489348,CPE,489349,497780,PE,497781,507500
l_352,CPE,489349,497780,PE,497781,507500,VF,1,7201
l_352,PE,497781,507500,VF,1,7201,dfb,7202,8043
l_353,VF,1,7201,dfb,7202,8043,VF,8044,8422
l_353,dfb,7202,8043,VF,8044,8422,CVF,8423,8807
l_353,VF,8044,8422,CVF,8423,8807,CAS,8808,11733
l_353,CVF,8423,8807,CAS,8808,11733,AS,11734,23558
l_353,CAS,8808,11733,AS,11734,23558,CAS,23559,25597
l_353,AS,11734,23558,CAS,23559,25597,AS,25598,35583
l_353,CAS,23559,25597,AS,25598,35583,CAS,35584,39721
l_353,AS,25598,35583,CAS,35584,39721,AS,39722,60292
l_353,CAS,35584,39721,AS,39722,60292,CAS,60293,64615
l_353,AS,39722,60292,CAS,60293,64615,AS,64616,72854
l_353,CAS,60293,64615,AS,64616,72854,CAS,72855,77029
l_353,AS,64616,72854,CAS,72855,77029,AS,77030,82960
l_353,CAS,72855,77029,AS,77030,82960,CAS,82961,87135
l_353,AS,77030,82960,CAS,82961,87135,AS,87136,94360
l_353,CAS,82961,87135,AS,87136,94360,CAS,94361,99334
l_353,AS,87136,94360,CAS,94361,99334,AS,99335,102575
l_353,CAS,94361,99334,AS,99335,102575,CAS,102576,106747
l_353,AS,99335,102575,CAS,102576,106747,AS,106748,112250
l_353,CAS,102576,106747,AS,106748,112250,CAS,112251,116462
l_353,AS,106748,112250,CAS,112251,116462,AS,116463,126830
l_353,CAS,112251,116462,AS,116463,126830,CAS,126831,132997
l_353,AS,116463,126830,CAS,126831,132997,AS,132998,134790
l_353,CAS,126831,132997,AS,132998,134790,CAS,134791,136210
l_353,AS,132998,134790,CAS,134791,136210,AS,136211,145449
l_353,CAS,134791,136210,AS,136211,145449,CAS,145450,147606
l_353,AS,136211,145449,CAS,145450,147606,AS,147607,150385
l_353,CAS,145450,147606,AS,147607,150385,CAS,150386,150446
l_353,AS,147607,150385,CAS,150386,150446,AS,150447,168518
l_353,CAS,150386,150446,AS,150447,168518,CAS,168519,172480
l_353,AS,150447,168518,CAS,168519,172480,AS,172481,174660
l_353,CAS,168519,172480,AS,172481,174660,CAS,174661,176614
l_353,AS,172481,174660,CAS,174661,176614,AS,176615,184831
l_353,CAS,174661,176614,AS,176615,184831,CAS,184832,189602
l_353,AS,176615,184831,CAS,184832,189602,AS,189603,193338
l_353,CAS,184832,189602,AS,189603,193338,CAS,193339,193375
l_353,AS,189603,193338,CAS,193339,193375,AS,193376,198480
l_353,CAS,193339,193375,AS,193376,198480,CAS,198481,199465
l_353,AS,193376,198480,CAS,198481,199465,AS,199466,204632
l_353,CAS,198481,199465,AS,199466,204632,CAS,204633,209041
l_353,AS,199466,204632,CAS,204633,209041,AS,209042,212334
l_353,CAS,204633,209041,AS,209042,212334,CAS,212335,213094
l_353,AS,209042,212334,CAS,212335,213094,AS,213095,218962
l_353,CAS,212335,213094,AS,213095,218962,CAS,218963,218988
l_353,AS,213095,218962,CAS,218963,218988,AS,218989,221362
l_353,CAS,218963,218988,AS,218989,221362,CAS,221363,221431
l_353,AS,218989,221362,CAS,221363,221431,AS,221432,223203
l_353,CAS,221363,221431,AS,221432,223203,CAS,223204,230444
l_353,AS,221432,223203,CAS,223204,230444,AS,230445,233291
l_353,CAS,223204,230444,AS,230445,233291,CAS,233292,236842
l_353,AS,230445,233291,CAS,233292,236842,AS,236843,243285
l_353,CAS,233292,236842,AS,236843,243285,CAS,243286,243612
l_353,AS,236843,243285,CAS,243286,243612,AS,243613,248096
l_353,CAS,243286,243612,AS,243613,248096,CAS,248097,250974
l_353,AS,243613,248096,CAS,248097,250974,AS,250975,253398
l_353,CAS,248097,250974,AS,250975,253398,CAS,253399,253439
l_353,AS,250975,253398,CAS,253399,253439,AS,253440,255450
l_353,CAS,253399,253439,AS,253440,255450,CAS,255451,262839
l_353,AS,253440,255450,CAS,255451,262839,AS,262840,265868
l_353,CAS,255451,262839,AS,262840,265868,CAS,265869,266299
l_353,AS,262840,265868,CAS,265869,266299,CPE,266300,266361
l_353,CAS,265869,266299,CPE,266300,266361,PE,266362,281417
l_353,CPE,266300,266361,PE,266362,281417,pe,281418,282418
l_353,PE,266362,281417,pe,281418,282418,PE,282419,284917
l_353,pe,281418,282418,PE,282419,284917,pe,284918,285498
l_353,PE,282419,284917,pe,284918,285498,PE,285499,286417
l_353,pe,284918,285498,PE,285499,286417,pe,286418,286918
l_353,PE,285499,286417,pe,286418,286918,PE,286919,288580
l_353,pe,286418,286918,PE,286919,288580,CPE,288581,288667
l_353,PE,286919,288580,CPE,288581,288667,cpe,288668,296487
l_353,CPE,288581,288667,cpe,288668,296487,cvf,296488,297918
l_353,cpe,288668,296487,cvf,296488,297918,CVF,297919,298292
l_353,cvf,296488,297918,CVF,297919,298292,cvf,298293,304841
l_353,CVF,297919,298292,cvf,298293,304841,vf,304842,312524
l_353,cvf,298293,304841,vf,304842,312524,cvf,312525,313192
l_353,vf,304842,312524,cvf,312525,313192,vf,313193,319668
l_353,cvf,312525,313192,vf,313193,319668,VF,319669,321042
l_353,vf,313193,319668,VF,319669,321042,vf,321043,321748
l_353,VF,319669,321042,vf,321043,321748,VF,321749,326616
l_353,vf,321043,321748,VF,321749,326616,CVF,326617,328667
l_353,VF,321749,326616,CVF,326617,328667,cvf,328668,329385
l_353,CVF,326617,328667,cvf,328668,329385,vf,329386,333082
l_353,cvf,328668,329385,vf,329386,333082,cvf,333083,333893
l_353,vf,329386,333082,cvf,333083,333893,vf,333894,335998
l_353,cvf,333083,333893,vf,333894,335998,VF,335999,337036
l_353,vf,333894,335998,VF,335999,337036,CVF,337037,338542
l_353,VF,335999,337036,CVF,337037,338542,cvf,338543,347498
l_353,CVF,337037,338542,cvf,338543,347498,CVF,347499,349997
l_353,cvf,338543,347498,CVF,347499,349997,cvf,349998,350622
l_353,CVF,347499,349997,cvf,349998,350622,vf,350623,351293
l_353,cvf,349998,350622,vf,350623,351293,VF,351294,356042
l_353,vf,350623,351293,VF,351294,356042,vf,356043,361600
l_353,VF,351294,356042,vf,356043,361600,pe,361601,362248
l_353,vf,356043,361600,pe,361601,362248,PE,362249,365449
l_353,pe,361601,362248,PE,362249,365449,CPE,365450,367017
l_353,PE,362249,365449,CPE,365450,367017,PE,367018,371983
l_353,CPE,365450,367017,PE,367018,371983,CPE,371984,379123
l_353,PE,367018,371983,CPE,371984,379123,PE,379124,381208
l_353,CPE,371984,379123,PE,379124,381208,CPE,381209,383076
l_353,PE,379124,381208,CPE,381209,383076,PE,383077,390122
l_353,CPE,381209,383076,PE,383077,390122,pe,390123,392168
l_353,PE,383077,390122,pe,390123,392168,PE,392169,392972
l_353,pe,390123,392168,PE,392169,392972,PR,392973,435046
l_353,PE,392169,392972,PR,392973,435046,CPR,435047,435084
l_353,PR,392973,435046,CPR,435047,435084,PR,435085,471883
l_353,CPR,435047,435084,PR,435085,471883,CPR,471884,473147
l_353,PR,435085,471883,CPR,471884,473147,PR,473148,480068
l_353,CPR,471884,473147,PR,473148,480068,CPR,480069,480247
l_353,PR,473148,480068,CPR,480069,480247,cpr,480248,480787
l_353,CPR,480069,480247,cpr,480248,480787,pr,480788,482248
l_353,cpr,480248,480787,pr,480788,482248,PR,482249,501433
l_353,pr,480788,482248,PR,482249,501433,CPR,501434,506003
l_353,PR,482249,501433,CPR,501434,506003,PR,506004,517501
l_353,CPR,501434,506003,PR,506004,517501,CPR,517502,518588
l_353,PR,506004,517501,CPR,517502,518588,PR,518589,712667
l_353,CPR,517502,518588,PR,518589,712667,pr,712668,713043
l_353,PR,518589,712667,pr,712668,713043,PR,713044,720000
l_353,pr,712668,713043,PR,713044,720000,AS,1,769
l_353,PR,713044,720000,AS,1,769,CAS,770,5943
l_354,AS,1,769,CAS,770,5943,AS,5944,13116
l_354,CAS,770,5943,AS,5944,13116,CAS,13117,32290
l_354,AS,5944,13116,CAS,13117,32290,AS,32291,36411
l_354,CAS,13117,32290,AS,32291,36411,CAS,36412,40449
l_354,AS,32291,36411,CAS,36412,40449,AS,40450,44760
l_354,CAS,36412,40449,AS,40450,44760,CAS,44761,45116
l_354,AS,40450,44760,CAS,44761,45116,AS,45117,48430
l_354,CAS,44761,45116,AS,45117,48430,CAS,48431,48553
l_354,AS,45117,48430,CAS,48431,48553,AS,48554,52937
l_354,CAS,48431,48553,AS,48554,52937,CAS,52938,53648
l_354,AS,48554,52937,CAS,52938,53648,AS,53649,55986
l_354,CAS,52938,53648,AS,53649,55986,CAS,55987,56019
l_354,AS,53649,55986,CAS,55987,56019,AS,56020,59031
l_354,CAS,55987,56019,AS,56020,59031,CAS,59032,60953
l_354,AS,56020,59031,CAS,59032,60953,AS,60954,64861
l_354,CAS,59032,60953,AS,60954,64861,CAS,64862,74189
l_354,AS,60954,64861,CAS,64862,74189,AS,74190,77612
l_354,CAS,64862,74189,AS,74190,77612,CAS,77613,79839
l_354,AS,74190,77612,CAS,77613,79839,AS,79840,82152
l_354,CAS,77613,79839,AS,79840,82152,CAS,82153,82768
l_354,AS,79840,82152,CAS,82153,82768,AS,82769,88321
l_354,CAS,82153,82768,AS,82769,88321,CAS,88322,89849
l_354,AS,82769,88321,CAS,88322,89849,AS,89850,92373
l_354,CAS,88322,89849,AS,89850,92373,CAS,92374,108579
l_354,AS,89850,92373,CAS,92374,108579,AS,108580,110634
l_354,CAS,92374,108579,AS,108580,110634,CAS,110635,121046
l_354,AS,108580,110634,CAS,110635,121046,AS,121047,126418
l_354,CAS,110635,121046,AS,121047,126418,CAS,126419,143298
l_354,AS,121047,126418,CAS,126419,143298,AS,143299,148967
l_354,CAS,126419,143298,AS,143299,148967,CAS,148968,170100
l_354,AS,143299,148967,CAS,148968,170100,AS,170101,202500
l_354,CAS,148968,170100,AS,170101,202500,un,1,1401
l_354,AS,170101,202500,un,1,1401,AS,1402,14822
l_355,un,1,1401,AS,1402,14822,CAS,14823,44298
l_355,AS,1402,14822,CAS,14823,44298,AS,44299,50436
l_355,CAS,14823,44298,AS,44299,50436,CAS,50437,82001
l_355,AS,44299,50436,CAS,50437,82001,AS,82002,88955
l_355,CAS,50437,82001,AS,82002,88955,CAS,88956,104852
l_355,AS,82002,88955,CAS,88956,104852,AS,104853,134941
l_355,CAS,88956,104852,AS,104853,134941,CAS,134942,172878
l_355,AS,104853,134941,CAS,134942,172878,AS,172879,219118
l_355,CAS,134942,172878,AS,172879,219118,CAS,219119,219857
l_355,AS,172879,219118,CAS,219119,219857,AS,219858,226152
l_355,CAS,219119,219857,AS,219858,226152,CAS,226153,263233
l_355,AS,219858,226152,CAS,226153,263233,AS,263234,269240
l_355,CAS,226153,263233,AS,263234,269240,CAS,269241,294407
l_355,AS,263234,269240,CAS,269241,294407,AS,294408,312123
l_355,CAS,269241,294407,AS,294408,312123,CAS,312124,314588
l_355,AS,294408,312123,CAS,312124,314588,AS,314589,347018
l_355,CAS,312124,314588,AS,314589,347018,CAS,347019,350784
l_355,AS,314589,347018,CAS,347019,350784,AS,350785,362735
l_355,CAS,347019,350784,AS,350785,362735,CAS,362736,372876
l_355,AS,350785,362735,CAS,362736,372876,AS,372877,380267
l_355,CAS,362736,372876,AS,372877,380267,VF,380268,382822
l_355,AS,372877,380267,VF,380268,382822,CVF,382823,388529
l_355,VF,380268,382822,CVF,382823,388529,VF,388530,399935
l_355,CVF,382823,388529,VF,388530,399935,CVF,399936,430978
l_355,VF,388530,399935,CVF,399936,430978,VF,430979,440831
l_355,CVF,399936,430978,VF,430979,440831,CVF,440832,467119
l_355,VF,430979,440831,CVF,440832,467119,VF,467120,481108
l_355,CVF,440832,467119,VF,467120,481108,CVF,481109,540564
l_355,VF,467120,481108,CVF,481109,540564,VF,540565,541553
l_355,CVF,481109,540564,VF,540565,541553,AS,541554,558046
l_355,VF,540565,541553,AS,541554,558046,CAS,558047,612144
l_355,AS,541554,558046,CAS,558047,612144,AS,612145,612823
l_355,CAS,558047,612144,AS,612145,612823,VF,612824,617500
l_355,AS,612145,612823,VF,612824,617500,VF,1,3454
l_355,VF,612824,617500,VF,1,3454,dfb,3455,4296
l_357,VF,1,3454,dfb,3455,4296,VF,4297,4768
l_357,dfb,3455,4296,VF,4297,4768,AS,4769,27109
l_357,VF,4297,4768,AS,4769,27109,CAS,27110,31652
l_357,AS,4769,27109,CAS,27110,31652,AS,31653,46477
l_357,CAS,27110,31652,AS,31653,46477,CAS,46478,50347
l_357,AS,31653,46477,CAS,46478,50347,AS,50348,72148
l_357,CAS,46478,50347,AS,50348,72148,CAS,72149,76446
l_357,AS,50348,72148,CAS,72149,76446,AS,76447,79429
l_357,CAS,72149,76446,AS,76447,79429,CAS,79430,90958
l_357,AS,76447,79429,CAS,79430,90958,AS,90959,93096
l_357,CAS,79430,90958,AS,90959,93096,CAS,93097,95137
l_357,AS,90959,93096,CAS,93097,95137,AS,95138,104728
l_357,CAS,93097,95137,AS,95138,104728,CAS,104729,107572
l_357,AS,95138,104728,CAS,104729,107572,AS,107573,110158
l_357,CAS,104729,107572,AS,107573,110158,CAS,110159,118643
l_357,AS,107573,110158,CAS,110159,118643,AS,118644,132537
l_357,CAS,110159,118643,AS,118644,132537,CAS,132538,133845
l_357,AS,118644,132537,CAS,132538,133845,AS,133846,154365
l_357,CAS,132538,133845,AS,133846,154365,CAS,154366,157130
l_357,AS,133846,154365,CAS,154366,157130,AS,157131,167668
l_357,CAS,154366,157130,AS,157131,167668,CAS,167669,172109
l_357,AS,157131,167668,CAS,167669,172109,AS,172110,178123
l_357,CAS,167669,172109,AS,172110,178123,CAS,178124,182522
l_357,AS,172110,178123,CAS,178124,182522,AS,182523,185521
l_357,CAS,178124,182522,AS,182523,185521,CAS,185522,189758
l_357,AS,182523,185521,CAS,185522,189758,AS,189759,193780
l_357,CAS,185522,189758,AS,189759,193780,CAS,193781,198107
l_357,AS,189759,193780,CAS,193781,198107,AS,198108,201833
l_357,CAS,193781,198107,AS,198108,201833,CAS,201834,206123
l_357,AS,198108,201833,CAS,201834,206123,AS,206124,210385
l_357,CAS,201834,206123,AS,206124,210385,CAS,210386,214612
l_357,AS,206124,210385,CAS,210386,214612,AS,214613,219198
l_357,CAS,210386,214612,AS,214613,219198,CAS,219199,223343
l_357,AS,214613,219198,CAS,219199,223343,AS,223344,228500
l_357,CAS,219199,223343,AS,223344,228500,CAS,228501,232489
l_357,AS,223344,228500,CAS,228501,232489,AS,232490,234770
l_357,CAS,228501,232489,AS,232490,234770,CAS,234771,308097
l_357,AS,232490,234770,CAS,234771,308097,AS,308098,315291
l_357,CAS,234771,308097,AS,308098,315291,CAS,315292,320985
l_357,AS,308098,315291,CAS,315292,320985,AS,320986,337708
l_357,CAS,315292,320985,AS,320986,337708,CAS,337709,340766
l_357,AS,320986,337708,CAS,337709,340766,AS,340767,367430
l_357,CAS,337709,340766,AS,340767,367430,CAS,367431,374353
l_357,AS,340767,367430,CAS,367431,374353,AS,374354,394421
l_357,CAS,367431,374353,AS,374354,394421,CAS,394422,396939
l_357,AS,374354,394421,CAS,394422,396939,AS,396940,407818
l_357,CAS,394422,396939,AS,396940,407818,CAS,407819,409274
l_357,AS,396940,407818,CAS,407819,409274,AS,409275,412455
l_357,CAS,407819,409274,AS,409275,412455,CAS,412456,414156
l_357,AS,409275,412455,CAS,412456,414156,AS,414157,427025
l_357,CAS,412456,414156,AS,414157,427025,CAS,427026,430680
l_357,AS,414157,427025,CAS,427026,430680,AS,430681,435074
l_357,CAS,427026,430680,AS,430681,435074,CAS,435075,436673
l_357,AS,430681,435074,CAS,435075,436673,AS,436674,440961
l_357,CAS,435075,436673,AS,436674,440961,CAS,440962,460424
l_357,AS,436674,440961,CAS,440962,460424,AS,460425,474101
l_357,CAS,440962,460424,AS,460425,474101,CAS,474102,504860
l_357,AS,460425,474101,CAS,474102,504860,AS,504861,508836
l_357,CAS,474102,504860,AS,504861,508836,CAS,508837,512542
l_357,AS,504861,508836,CAS,508837,512542,AS,512543,514691
l_357,CAS,508837,512542,AS,512543,514691,CAS,514692,530026
l_357,AS,512543,514691,CAS,514692,530026,AS,530027,531911
l_357,CAS,514692,530026,AS,530027,531911,CAS,531912,548838
l_357,AS,530027,531911,CAS,531912,548838,AS,548839,552178
l_357,CAS,531912,548838,AS,548839,552178,CAS,552179,554834
l_357,AS,548839,552178,CAS,552179,554834,AS,554835,558467
l_357,CAS,552179,554834,AS,554835,558467,CAS,558468,568086
l_357,AS,554835,558467,CAS,558468,568086,AS,568087,569883
l_357,CAS,558468,568086,AS,568087,569883,CAS,569884,570997
l_357,AS,568087,569883,CAS,569884,570997,AS,570998,572726
l_357,CAS,569884,570997,AS,570998,572726,CAS,572727,572787
l_357,AS,570998,572726,CAS,572727,572787,AS,572788,615731
l_357,CAS,572727,572787,AS,572788,615731,CAS,615732,615928
l_357,AS,572788,615731,CAS,615732,615928,AS,615929,636870
l_357,CAS,615732,615928,AS,615929,636870,CAS,636871,638173
l_357,AS,615929,636870,CAS,636871,638173,AS,638174,645017
l_357,CAS,636871,638173,AS,638174,645017,CAS,645018,651522
l_357,AS,638174,645017,CAS,645018,651522,AS,651523,655816
l_357,CAS,645018,651522,AS,651523,655816,CAS,655817,671496
l_357,AS,651523,655816,CAS,655817,671496,AS,671497,682681
l_357,CAS,655817,671496,AS,671497,682681,CAS,682682,684892
l_357,AS,671497,682681,CAS,682682,684892,AS,684893,686736
l_357,CAS,682682,684892,AS,684893,686736,CAS,686737,687150
l_357,AS,684893,686736,CAS,686737,687150,AS,687151,687500
l_357,CAS,686737,687150,AS,687151,687500,un,1,3478
l_357,AS,687151,687500,un,1,3478,PE,3479,20226
s_358,un,1,3478,PE,3479,20226,CPE,20227,26050
s_358,PE,3479,20226,CPE,20227,26050,PE,26051,29259
s_358,CPE,20227,26050,PE,26051,29259,CPE,29260,33449
s_358,PE,26051,29259,CPE,29260,33449,PE,33450,38241
s_358,CPE,29260,33449,PE,33450,38241,CPE,38242,42287
s_358,PE,33450,38241,CPE,38242,42287,PE,42288,47528
s_358,CPE,38242,42287,PE,42288,47528,CPE,47529,53967
s_358,PE,42288,47528,CPE,47529,53967,PE,53968,57889
s_358,CPE,47529,53967,PE,53968,57889,CPE,57890,60137
s_358,PE,53968,57889,CPE,57890,60137,PE,60138,61672
s_358,CPE,57890,60137,PE,60138,61672,CPE,61673,66084
s_358,PE,60138,61672,CPE,61673,66084,PE,66085,68500
s_358,CPE,61673,66084,PE,66085,68500,CPE,68501,73046
s_358,PE,66085,68500,CPE,68501,73046,PE,73047,77861
s_358,CPE,68501,73046,PE,73047,77861,CPE,77862,82021
s_358,PE,73047,77861,CPE,77862,82021,PE,82022,84943
s_358,CPE,77862,82021,PE,82022,84943,CPE,84944,95869
s_358,PE,82022,84943,CPE,84944,95869,PE,95870,97967
s_358,CPE,84944,95869,PE,95870,97967,CPE,97968,98597
s_358,PE,95870,97967,CPE,97968,98597,PE,98598,120157
s_358,CPE,97968,98597,PE,98598,120157,CPE,120158,124414
s_358,PE,98598,120157,CPE,120158,124414,PE,124415,125922
s_358,CPE,120158,124414,PE,124415,125922,CPE,125923,127800
s_358,PE,124415,125922,CPE,125923,127800,PE,127801,135793
s_358,CPE,125923,127800,PE,127801,135793,CPE,135794,136870
s_358,PE,127801,135793,CPE,135794,136870,PE,136871,150056
s_358,CPE,135794,136870,PE,136871,150056,CPE,150057,154194
s_358,PE,136871,150056,CPE,150057,154194,PE,154195,156524
s_358,CPE,150057,154194,PE,154195,156524,CPE,156525,160917
s_358,PE,154195,156524,CPE,156525,160917,PE,160918,162867
s_358,CPE,156525,160917,PE,160918,162867,CPE,162868,167267
s_358,PE,160918,162867,CPE,162868,167267,PE,167268,169097
s_358,CPE,162868,167267,PE,167268,169097,CPE,169098,173831
s_358,PE,167268,169097,CPE,169098,173831,PE,173832,176294
s_358,CPE,169098,173831,PE,173832,176294,CPE,176295,180876
s_358,PE,173832,176294,CPE,176295,180876,PE,180877,181228
s_358,CPE,176295,180876,PE,180877,181228,PR,181229,306597
s_358,PE,180877,181228,PR,181229,306597,pr,306598,406142
s_358,PR,181229,306597,pr,306598,406142,cpr,406143,406168
s_358,pr,306598,406142,cpr,406143,406168,pr,406169,426213
s_358,cpr,406143,406168,pr,406169,426213,PR,426214,671582
s_358,pr,406169,426213,PR,426214,671582,pr,671583,820000
s_358,PR,426214,671582,pr,671583,820000,un,1,2051
s_358,pr,671583,820000,un,1,2051,PE,2052,20371
s_359,un,1,2051,PE,2052,20371,CPE,20372,21181
s_359,PE,2052,20371,CPE,20372,21181,PE,21182,27388
s_359,CPE,20372,21181,PE,21182,27388,CPE,27389,27661
s_359,PE,21182,27388,CPE,27389,27661,PE,27662,30410
s_359,CPE,27389,27661,PE,27662,30410,CPE,30411,30655
